Series_reference,Period
BDCQ.SF1MN1CT,2019.09
BDCQ.SF1MN1CT,2019.12
BDCQ.SF1MN1CT,2020.03
BDCQ.SF1MN1CT,2020.06
BDCQ.SF1MN1CT,2020.09
BDCQ.SF1MN1CT,2020.12
BDCQ.SF1MN1CT,2021.03
BDCQ.SF1MN2CA,2016.06
BDCQ.SF1MN2CA,2016.09
BDCQ.SF1MN2CA,2016.12
BDCQ.SF1MN2CA,2017.03
BDCQ.SF1MN2CA,2017.06
BDCQ.SF1MN2CA,2017.09
BDCQ.SF1MN2CA,2017.12
BDCQ.SF1MN2CA,2018.03
BDCQ.SF1MN2CA,2018.06
BDCQ.SF1MN2CA,2018.09
BDCQ.SF1MN2CA,2018.12
BDCQ.SF1MN2CA,2019.03
BDCQ.SF1MN2CA,2019.06
BDCQ.SF1MN2CA,2019.09
BDCQ.SF1MN2CA,2019.12
BDCQ.SF1MN2CA,2020.03
BDCQ.SF1MN2CA,2020.06
BDCQ.SF1MN2CA,2020.09
BDCQ.SF1MN2CA,2020.12
BDCQ.SF1MN2CA,2021.03
BDCQ.SF1MN2CS,2016.06
BDCQ.SF1MN2CS,2016.09
BDCQ.SF1MN2CS,2016.12
BDCQ.SF1MN2CS,2017.03
BDCQ.SF1MN2CS,2017.06
BDCQ.SF1MN2CS,2017.09
BDCQ.SF1MN2CS,2017.12
BDCQ.SF1MN2CS,2018.03
BDCQ.SF1MN2CS,2018.06
BDCQ.SF1MN2CS,2018.09
BDCQ.SF1MN2CS,2018.12
BDCQ.SF1MN2CS,2019.03
BDCQ.SF1MN2CS,2019.06
BDCQ.SF1MN2CS,2019.09
BDCQ.SF1MN2CS,2019.12
BDCQ.SF1MN2CS,2020.03
BDCQ.SF1MN2CS,2020.06
BDCQ.SF1MN2CS,2020.09
BDCQ.SF1MN2CS,2020.12
BDCQ.SF1MN2CS,2021.03
BDCQ.SF1MN2CT,2016.06
BDCQ.SF1MN2CT,2016.09
BDCQ.SF1MN2CT,2016.12
BDCQ.SF1MN2CT,2017.03
BDCQ.SF1MN2CT,2017.06
BDCQ.SF1MN2CT,2017.09
BDCQ.SF1MN2CT,2017.12
BDCQ.SF1MN2CT,2018.03
BDCQ.SF1MN2CT,2018.06
BDCQ.SF1MN2CT,2018.09
BDCQ.SF1MN2CT,2018.12
BDCQ.SF1MN2CT,2019.03
BDCQ.SF1MN2CT,2019.06
BDCQ.SF1MN2CT,2019.09
BDCQ.SF1MN2CT,2019.12
BDCQ.SF1MN2CT,2020.03
BDCQ.SF1MN2CT,2020.06
BDCQ.SF1MN2CT,2020.09
BDCQ.SF1MN2CT,2020.12
BDCQ.SF1MN2CT,2021.03
BDCQ.SF1PP1CA,2016.06
BDCQ.SF1PP1CA,2016.09
BDCQ.SF1PP1CA,2016.12
BDCQ.SF1PP1CA,2017.03
BDCQ.SF1PP1CA,2017.06
BDCQ.SF1PP1CA,2017.09
BDCQ.SF1PP1CA,2017.12
BDCQ.SF1PP1CA,2018.03
BDCQ.SF1PP1CA,2018.06
BDCQ.SF1PP1CA,2018.09
BDCQ.SF1PP1CA,2018.12
BDCQ.SF1PP1CA,2019.03
BDCQ.SF1PP1CA,2019.06
BDCQ.SF1PP1CA,2019.09
BDCQ.SF1PP1CA,2019.12
BDCQ.SF1PP1CA,2020.03
BDCQ.SF1PP1CA,2020.06
BDCQ.SF1PP1CA,2020.09
BDCQ.SF1PP1CA,2020.12
BDCQ.SF1PP1CA,2021.03
BDCQ.SF1PP1CS,2016.06
BDCQ.SF1PP1CS,2016.09
BDCQ.SF1PP1CS,2016.12
BDCQ.SF1PP1CS,2017.03
BDCQ.SF1PP1CS,2017.06
BDCQ.SF1PP1CS,2017.09
BDCQ.SF1PP1CS,2017.12
BDCQ.SF1PP1CS,2018.03
BDCQ.SF1PP1CS,2018.06
BDCQ.SF1PP1CS,2018.09
BDCQ.SF1PP1CS,2018.12
BDCQ.SF1PP1CS,2019.03
BDCQ.SF1PP1CS,2019.06
BDCQ.SF1PP1CS,2019.09
BDCQ.SF1PP1CS,2019.12
BDCQ.SF1PP1CS,2020.03
BDCQ.SF1PP1CS,2020.06
BDCQ.SF1PP1CS,2020.09
BDCQ.SF1PP1CS,2020.12
BDCQ.SF1PP1CS,2021.03
BDCQ.SF1PP1CT,2016.06
BDCQ.SF1PP1CT,2016.09
BDCQ.SF1PP1CT,2016.12
BDCQ.SF1PP1CT,2017.03
BDCQ.SF1PP1CT,2017.06
BDCQ.SF1PP1CT,2017.09
BDCQ.SF1PP1CT,2017.12
BDCQ.SF1PP1CT,2018.03
BDCQ.SF1PP1CT,2018.06
BDCQ.SF1PP1CT,2018.09
BDCQ.SF1PP1CT,2018.12
BDCQ.SF1PP1CT,2019.03
BDCQ.SF1PP1CT,2019.06
BDCQ.SF1PP1CT,2019.09
BDCQ.SF1PP1CT,2019.12
BDCQ.SF1PP1CT,2020.03
BDCQ.SF1PP1CT,2020.06
BDCQ.SF1PP1CT,2020.09
BDCQ.SF1PP1CT,2020.12
BDCQ.SF1PP1CT,2021.03
BDCQ.SF1QQ1CA,2016.06
BDCQ.SF1QQ1CA,2016.09
BDCQ.SF1QQ1CA,2016.12
BDCQ.SF1QQ1CA,2017.03
BDCQ.SF1QQ1CA,2017.06
BDCQ.SF1QQ1CA,2017.09
BDCQ.SF1QQ1CA,2017.12
BDCQ.SF1QQ1CA,2018.03
BDCQ.SF1QQ1CA,2018.06
BDCQ.SF1QQ1CA,2018.09
BDCQ.SF1QQ1CA,2018.12
BDCQ.SF1QQ1CA,2019.03
BDCQ.SF1QQ1CA,2019.06
BDCQ.SF1QQ1CA,2019.09
BDCQ.SF1QQ1CA,2019.12
BDCQ.SF1QQ1CA,2020.03
BDCQ.SF1QQ1CA,2020.06
BDCQ.SF1QQ1CA,2020.09
BDCQ.SF1QQ1CA,2020.12
BDCQ.SF1QQ1CA,2021.03
BDCQ.SF1QQ1CS,2016.06
BDCQ.SF1QQ1CS,2016.09
BDCQ.SF1QQ1CS,2016.12
BDCQ.SF1QQ1CS,2017.03
BDCQ.SF1QQ1CS,2017.06
BDCQ.SF1QQ1CS,2017.09
BDCQ.SF1QQ1CS,2017.12
BDCQ.SF1QQ1CS,2018.03
BDCQ.SF1QQ1CS,2018.06
BDCQ.SF1QQ1CS,2018.09
BDCQ.SF1QQ1CS,2018.12
BDCQ.SF1QQ1CS,2019.03
BDCQ.SF1QQ1CS,2019.06
BDCQ.SF1QQ1CS,2019.09
BDCQ.SF1QQ1CS,2019.12
BDCQ.SF1QQ1CS,2020.03
BDCQ.SF1QQ1CS,2020.06
BDCQ.SF1QQ1CS,2020.09
BDCQ.SF1QQ1CS,2020.12
BDCQ.SF1QQ1CS,2021.03
BDCQ.SF1QQ1CT,2016.06
BDCQ.SF1QQ1CT,2016.09
BDCQ.SF1QQ1CT,2016.12
BDCQ.SF1QQ1CT,2017.03
BDCQ.SF1QQ1CT,2017.06
BDCQ.SF1QQ1CT,2017.09
BDCQ.SF1QQ1CT,2017.12
BDCQ.SF1QQ1CT,2018.03
BDCQ.SF1QQ1CT,2018.06
BDCQ.SF1QQ1CT,2018.09
BDCQ.SF1QQ1CT,2018.12
BDCQ.SF1QQ1CT,2019.03
BDCQ.SF1QQ1CT,2019.06
BDCQ.SF1QQ1CT,2019.09
BDCQ.SF1QQ1CT,2019.12
BDCQ.SF1QQ1CT,2020.03
BDCQ.SF1QQ1CT,2020.06
BDCQ.SF1QQ1CT,2020.09
BDCQ.SF1QQ1CT,2020.12
BDCQ.SF1QQ1CT,2021.03
BDCQ.SF1RS1CA,2016.06
BDCQ.SF1RS1CA,2016.09
BDCQ.SF1RS1CA,2016.12
BDCQ.SF1RS1CA,2017.03
BDCQ.SF1RS1CA,2017.06
BDCQ.SF1RS1CA,2017.09
BDCQ.SF1RS1CA,2017.12
BDCQ.SF1RS1CA,2018.03
BDCQ.SF1RS1CA,2018.06
BDCQ.SF1RS1CA,2018.09
BDCQ.SF1RS1CA,2018.12
BDCQ.SF1RS1CA,2019.03
BDCQ.SF1RS1CA,2019.06
BDCQ.SF1RS1CA,2019.09
BDCQ.SF1RS1CA,2019.12
BDCQ.SF1RS1CA,2020.03
BDCQ.SF1RS1CA,2020.06
BDCQ.SF1RS1CA,2020.09
BDCQ.SF1RS1CA,2020.12
BDCQ.SF1RS1CA,2021.03
BDCQ.SF1RS1CS,2016.06
BDCQ.SF1RS1CS,2016.09
BDCQ.SF1RS1CS,2016.12
BDCQ.SF1RS1CS,2017.03
BDCQ.SF1RS1CS,2017.06
BDCQ.SF1RS1CS,2017.09
BDCQ.SF1RS1CS,2017.12
BDCQ.SF1RS1CS,2018.03
BDCQ.SF1RS1CS,2018.06
BDCQ.SF1RS1CS,2018.09
BDCQ.SF1RS1CS,2018.12
BDCQ.SF1RS1CS,2019.03
BDCQ.SF1RS1CS,2019.06
BDCQ.SF1RS1CS,2019.09
BDCQ.SF1RS1CS,2019.12
BDCQ.SF1RS1CS,2020.03
BDCQ.SF1RS1CS,2020.06
BDCQ.SF1RS1CS,2020.09
BDCQ.SF1RS1CS,2020.12
BDCQ.SF1RS1CS,2021.03
BDCQ.SF1RS1CT,2016.06
BDCQ.SF1RS1CT,2016.09
BDCQ.SF1RS1CT,2016.12
BDCQ.SF1RS1CT,2017.03
BDCQ.SF1RS1CT,2017.06
BDCQ.SF1RS1CT,2017.09
BDCQ.SF1RS1CT,2017.12
BDCQ.SF1RS1CT,2018.03
BDCQ.SF1RS1CT,2018.06
BDCQ.SF1RS1CT,2018.09
BDCQ.SF1RS1CT,2018.12
BDCQ.SF1RS1CT,2019.03
BDCQ.SF1RS1CT,2019.06
BDCQ.SF1RS1CT,2019.09
BDCQ.SF1RS1CT,2019.12
BDCQ.SF1RS1CT,2020.03
BDCQ.SF1RS1CT,2020.06
BDCQ.SF1RS1CT,2020.09
BDCQ.SF1RS1CT,2020.12
BDCQ.SF1RS1CT,2021.03
BDCQ.SF1RS2CA,2016.06
BDCQ.SF1RS2CA,2016.09
BDCQ.SF1RS2CA,2016.12
BDCQ.SF1RS2CA,2017.03
BDCQ.SF1RS2CA,2017.06
BDCQ.SF1RS2CA,2017.09
BDCQ.SF1RS2CA,2017.12
BDCQ.SF1RS2CA,2018.03
BDCQ.SF1RS2CA,2018.06
BDCQ.SF1RS2CA,2018.09
BDCQ.SF1RS2CA,2018.12
BDCQ.SF1RS2CA,2019.03
BDCQ.SF1RS2CA,2019.06
BDCQ.SF1RS2CA,2019.09
BDCQ.SF1RS2CA,2019.12
BDCQ.SF1RS2CA,2020.03
BDCQ.SF1RS2CA,2020.06
BDCQ.SF1RS2CA,2020.09
BDCQ.SF1RS2CA,2020.12
BDCQ.SF1RS2CA,2021.03
BDCQ.SF1RS2CS,2016.06
BDCQ.SF1RS2CS,2016.09
BDCQ.SF1RS2CS,2016.12
BDCQ.SF1RS2CS,2017.03
BDCQ.SF1RS2CS,2017.06
BDCQ.SF1RS2CS,2017.09
BDCQ.SF1RS2CS,2017.12
BDCQ.SF1RS2CS,2018.03
BDCQ.SF1RS2CS,2018.06
BDCQ.SF1RS2CS,2018.09
BDCQ.SF1RS2CS,2018.12
BDCQ.SF1RS2CS,2019.03
BDCQ.SF1RS2CS,2019.06
BDCQ.SF1RS2CS,2019.09
BDCQ.SF1RS2CS,2019.12
BDCQ.SF1RS2CS,2020.03
BDCQ.SF1RS2CS,2020.06
BDCQ.SF1RS2CS,2020.09
BDCQ.SF1RS2CS,2020.12
BDCQ.SF1RS2CS,2021.03
BDCQ.SF1RS2CT,2016.06
BDCQ.SF1RS2CT,2016.09
BDCQ.SF1RS2CT,2016.12
BDCQ.SF1RS2CT,2017.03
BDCQ.SF1RS2CT,2017.06
BDCQ.SF1RS2CT,2017.09
BDCQ.SF1RS2CT,2017.12
BDCQ.SF1RS2CT,2018.03
BDCQ.SF1RS2CT,2018.06
BDCQ.SF1RS2CT,2018.09
BDCQ.SF1RS2CT,2018.12
BDCQ.SF1RS2CT,2019.03
BDCQ.SF1RS2CT,2019.06
BDCQ.SF1RS2CT,2019.09
BDCQ.SF1RS2CT,2019.12
BDCQ.SF1RS2CT,2020.03
BDCQ.SF1RS2CT,2020.06
BDCQ.SF1RS2CT,2020.09
BDCQ.SF1RS2CT,2020.12
BDCQ.SF1RS2CT,2021.03
BDCQ.SF2AA2CA,2016.06
BDCQ.SF2AA2CA,2016.09
BDCQ.SF2AA2CA,2016.12
BDCQ.SF2AA2CA,2017.03
BDCQ.SF2AA2CA,2017.06
BDCQ.SF2AA2CA,2017.09
BDCQ.SF2AA2CA,2017.12
BDCQ.SF2AA2CA,2018.03
BDCQ.SF2AA2CA,2018.06
BDCQ.SF2AA2CA,2018.09
BDCQ.SF2AA2CA,2018.12
BDCQ.SF2AA2CA,2019.03
BDCQ.SF2AA2CA,2019.06
BDCQ.SF2AA2CA,2019.09
BDCQ.SF2AA2CA,2019.12
BDCQ.SF2AA2CA,2020.03
BDCQ.SF2AA2CA,2020.06
BDCQ.SF2AA2CA,2020.09
BDCQ.SF2AA2CA,2020.12
BDCQ.SF2AA2CA,2021.03
BDCQ.SF2AA3CA,2016.06
BDCQ.SF2AA3CA,2016.09
BDCQ.SF2AA3CA,2016.12
BDCQ.SF2AA3CA,2017.03
BDCQ.SF2AA3CA,2017.06
BDCQ.SF2AA3CA,2017.09
BDCQ.SF2AA3CA,2017.12
BDCQ.SF2AA3CA,2018.03
BDCQ.SF2AA3CA,2018.06
BDCQ.SF2AA3CA,2018.09
BDCQ.SF2AA3CA,2018.12
BDCQ.SF2AA3CA,2019.03
BDCQ.SF2AA3CA,2019.06
BDCQ.SF2AA3CA,2019.09
BDCQ.SF2AA3CA,2019.12
BDCQ.SF2AA3CA,2020.03
BDCQ.SF2AA3CA,2020.06
BDCQ.SF2AA3CA,2020.09
BDCQ.SF2AA3CA,2020.12
BDCQ.SF2AA3CA,2021.03
BDCQ.SF2BB1CA,2016.06
BDCQ.SF2BB1CA,2016.09
BDCQ.SF2BB1CA,2016.12
BDCQ.SF2BB1CA,2017.03
BDCQ.SF2BB1CA,2017.06
BDCQ.SF2BB1CA,2017.09
BDCQ.SF2BB1CA,2017.12
BDCQ.SF2BB1CA,2018.03
BDCQ.SF2BB1CA,2018.06
BDCQ.SF2BB1CA,2018.09
BDCQ.SF2BB1CA,2018.12
BDCQ.SF2BB1CA,2019.03
BDCQ.SF2BB1CA,2019.06
BDCQ.SF2BB1CA,2019.09
BDCQ.SF2BB1CA,2019.12
BDCQ.SF2BB1CA,2020.03
BDCQ.SF2BB1CA,2020.06
BDCQ.SF2BB1CA,2020.09
BDCQ.SF2BB1CA,2020.12
BDCQ.SF2BB1CA,2021.03
BDCQ.SF2CC1CA,2016.06
BDCQ.SF2CC1CA,2016.09
BDCQ.SF2CC1CA,2016.12
BDCQ.SF2CC1CA,2017.03
BDCQ.SF2CC1CA,2017.06
BDCQ.SF2CC1CA,2017.09
BDCQ.SF2CC1CA,2017.12
BDCQ.SF2CC1CA,2018.03
BDCQ.SF2CC1CA,2018.06
BDCQ.SF2CC1CA,2018.09
BDCQ.SF2CC1CA,2018.12
BDCQ.SF2CC1CA,2019.03
BDCQ.SF2CC1CA,2019.06
BDCQ.SF2CC1CA,2019.09
BDCQ.SF2CC1CA,2019.12
BDCQ.SF2CC1CA,2020.03
BDCQ.SF2CC1CA,2020.06
BDCQ.SF2CC1CA,2020.09
BDCQ.SF2CC1CA,2020.12
BDCQ.SF2CC1CA,2021.03
BDCQ.SF2CC2CA,2016.06
BDCQ.SF2CC2CA,2016.09
BDCQ.SF2CC2CA,2016.12
BDCQ.SF2CC2CA,2017.03
BDCQ.SF2CC2CA,2017.06
BDCQ.SF2CC2CA,2017.09
BDCQ.SF2CC2CA,2017.12
BDCQ.SF2CC2CA,2018.03
BDCQ.SF2CC2CA,2018.06
BDCQ.SF2CC2CA,2018.09
BDCQ.SF2CC2CA,2018.12
BDCQ.SF2CC2CA,2019.03
BDCQ.SF2CC2CA,2019.06
BDCQ.SF2CC2CA,2019.09
BDCQ.SF2CC2CA,2019.12
BDCQ.SF2CC2CA,2020.03
BDCQ.SF2CC2CA,2020.06
BDCQ.SF2CC2CA,2020.09
BDCQ.SF2CC2CA,2020.12
BDCQ.SF2CC2CA,2021.03
BDCQ.SF2CC3CA,2016.06
BDCQ.SF2CC3CA,2016.09
BDCQ.SF2CC3CA,2016.12
BDCQ.SF2CC3CA,2017.03
BDCQ.SF2CC3CA,2017.06
BDCQ.SF2CC3CA,2017.09
BDCQ.SF2CC3CA,2017.12
BDCQ.SF2CC3CA,2018.03
BDCQ.SF2CC3CA,2018.06
BDCQ.SF2CC3CA,2018.09
BDCQ.SF2CC3CA,2018.12
BDCQ.SF2CC3CA,2019.03
BDCQ.SF2CC3CA,2019.06
BDCQ.SF2CC3CA,2019.09
BDCQ.SF2CC3CA,2019.12
BDCQ.SF2CC3CA,2020.03
BDCQ.SF2CC3CA,2020.06
BDCQ.SF2CC3CA,2020.09
BDCQ.SF2CC3CA,2020.12
BDCQ.SF2CC3CA,2021.03
BDCQ.SF2CC4CA,2016.06
BDCQ.SF2CC4CA,2016.09
BDCQ.SF2CC4CA,2016.12
BDCQ.SF2CC4CA,2017.03
BDCQ.SF2CC4CA,2017.06
BDCQ.SF2CC4CA,2017.09
BDCQ.SF2CC4CA,2017.12
BDCQ.SF2CC4CA,2018.03
BDCQ.SF2CC4CA,2018.06
BDCQ.SF2CC4CA,2018.09
BDCQ.SF2CC4CA,2018.12
BDCQ.SF2CC4CA,2019.03
BDCQ.SF2CC4CA,2019.06
BDCQ.SF2CC4CA,2019.09
BDCQ.SF2CC4CA,2019.12
BDCQ.SF2CC4CA,2020.03
BDCQ.SF2CC4CA,2020.06
BDCQ.SF2CC4CA,2020.09
BDCQ.SF2CC4CA,2020.12
BDCQ.SF2CC4CA,2021.03
BDCQ.SF2CC5CA,2016.06
BDCQ.SF2CC5CA,2016.09
BDCQ.SF2CC5CA,2016.12
BDCQ.SF2CC5CA,2017.03
BDCQ.SF2CC5CA,2017.06
BDCQ.SF2CC5CA,2017.09
BDCQ.SF2CC5CA,2017.12
BDCQ.SF2CC5CA,2018.03
BDCQ.SF2CC5CA,2018.06
BDCQ.SF2CC5CA,2018.09
BDCQ.SF2CC5CA,2018.12
BDCQ.SF2CC5CA,2019.03
BDCQ.SF2CC5CA,2019.06
BDCQ.SF2CC5CA,2019.09
BDCQ.SF2CC5CA,2019.12
BDCQ.SF2CC5CA,2020.03
BDCQ.SF2CC5CA,2020.06
BDCQ.SF2CC5CA,2020.09
BDCQ.SF2CC5CA,2020.12
BDCQ.SF2CC5CA,2021.03
BDCQ.SF2CC6CA,2016.06
BDCQ.SF2CC6CA,2016.09
BDCQ.SF2CC6CA,2016.12
BDCQ.SF2CC6CA,2017.03
BDCQ.SF2CC6CA,2017.06
BDCQ.SF2CC6CA,2017.09
BDCQ.SF2CC6CA,2017.12
BDCQ.SF2CC6CA,2018.03
BDCQ.SF2CC6CA,2018.06
BDCQ.SF2CC6CA,2018.09
BDCQ.SF2CC6CA,2018.12
BDCQ.SF2CC6CA,2019.03
BDCQ.SF2CC6CA,2019.06
BDCQ.SF2CC6CA,2019.09
BDCQ.SF2CC6CA,2019.12
BDCQ.SF2CC6CA,2020.03
BDCQ.SF2CC6CA,2020.06
BDCQ.SF2CC6CA,2020.09
BDCQ.SF2CC6CA,2020.12
BDCQ.SF2CC6CA,2021.03
BDCQ.SF2CC7CA,2016.06
BDCQ.SF2CC7CA,2016.09
BDCQ.SF2CC7CA,2016.12
BDCQ.SF2CC7CA,2017.03
BDCQ.SF2CC7CA,2017.06
BDCQ.SF2CC7CA,2017.09
BDCQ.SF2CC7CA,2017.12
BDCQ.SF2CC7CA,2018.03
BDCQ.SF2CC7CA,2018.06
BDCQ.SF2CC7CA,2018.09
BDCQ.SF2CC7CA,2018.12
BDCQ.SF2CC7CA,2019.03
BDCQ.SF2CC7CA,2019.06
BDCQ.SF2CC7CA,2019.09
BDCQ.SF2CC7CA,2019.12
BDCQ.SF2CC7CA,2020.03
BDCQ.SF2CC7CA,2020.06
BDCQ.SF2CC7CA,2020.09
BDCQ.SF2CC7CA,2020.12
BDCQ.SF2CC7CA,2021.03
BDCQ.SF2CC8CA,2016.06
BDCQ.SF2CC8CA,2016.09
BDCQ.SF2CC8CA,2016.12
BDCQ.SF2CC8CA,2017.03
BDCQ.SF2CC8CA,2017.06
BDCQ.SF2CC8CA,2017.09
BDCQ.SF2CC8CA,2017.12
BDCQ.SF2CC8CA,2018.03
BDCQ.SF2CC8CA,2018.06
BDCQ.SF2CC8CA,2018.09
BDCQ.SF2CC8CA,2018.12
BDCQ.SF2CC8CA,2019.03
BDCQ.SF2CC8CA,2019.06
BDCQ.SF2CC8CA,2019.09
BDCQ.SF2CC8CA,2019.12
BDCQ.SF2CC8CA,2020.03
BDCQ.SF2CC8CA,2020.06
BDCQ.SF2CC8CA,2020.09
BDCQ.SF2CC8CA,2020.12
BDCQ.SF2CC8CA,2021.03
BDCQ.SF2CC9CA,2016.06
BDCQ.SF2CC9CA,2016.09
BDCQ.SF2CC9CA,2016.12
BDCQ.SF2CC9CA,2017.03
BDCQ.SF2CC9CA,2017.06
BDCQ.SF2CC9CA,2017.09
BDCQ.SF2CC9CA,2017.12
BDCQ.SF2CC9CA,2018.03
BDCQ.SF2CC9CA,2018.06
BDCQ.SF2CC9CA,2018.09
BDCQ.SF2CC9CA,2018.12
BDCQ.SF2CC9CA,2019.03
BDCQ.SF2CC9CA,2019.06
BDCQ.SF2CC9CA,2019.09
BDCQ.SF2CC9CA,2019.12
BDCQ.SF2CC9CA,2020.03
BDCQ.SF2CC9CA,2020.06
BDCQ.SF2CC9CA,2020.09
BDCQ.SF2CC9CA,2020.12
BDCQ.SF2CC9CA,2021.03
BDCQ.SF2DD1CA,2016.06
BDCQ.SF2DD1CA,2016.09
BDCQ.SF2DD1CA,2016.12
BDCQ.SF2DD1CA,2017.03
BDCQ.SF2DD1CA,2017.06
BDCQ.SF2DD1CA,2017.09
BDCQ.SF2DD1CA,2017.12
BDCQ.SF2DD1CA,2018.03
BDCQ.SF2DD1CA,2018.06
BDCQ.SF2DD1CA,2018.09
BDCQ.SF2DD1CA,2018.12
BDCQ.SF2DD1CA,2019.03
BDCQ.SF2DD1CA,2019.06
BDCQ.SF2DD1CA,2019.09
BDCQ.SF2DD1CA,2019.12
BDCQ.SF2DD1CA,2020.03
BDCQ.SF2DD1CA,2020.06
BDCQ.SF2DD1CA,2020.09
BDCQ.SF2DD1CA,2020.12
BDCQ.SF2DD1CA,2021.03
BDCQ.SF2EE1CA,2016.06
BDCQ.SF2EE1CA,2016.09
BDCQ.SF2EE1CA,2016.12
BDCQ.SF2EE1CA,2017.03
BDCQ.SF2EE1CA,2017.06
BDCQ.SF2EE1CA,2017.09
BDCQ.SF2EE1CA,2017.12
BDCQ.SF2EE1CA,2018.03
BDCQ.SF2EE1CA,2018.06
BDCQ.SF2EE1CA,2018.09
BDCQ.SF2EE1CA,2018.12
BDCQ.SF2EE1CA,2019.03
BDCQ.SF2EE1CA,2019.06
BDCQ.SF2EE1CA,2019.09
BDCQ.SF2EE1CA,2019.12
BDCQ.SF2EE1CA,2020.03
BDCQ.SF2EE1CA,2020.06
BDCQ.SF2EE1CA,2020.09
BDCQ.SF2EE1CA,2020.12
BDCQ.SF2EE1CA,2021.03
BDCQ.SF2FF1CA,2016.06
BDCQ.SF2FF1CA,2016.09
BDCQ.SF2FF1CA,2016.12
BDCQ.SF2FF1CA,2017.03
BDCQ.SF2FF1CA,2017.06
BDCQ.SF2FF1CA,2017.09
BDCQ.SF2FF1CA,2017.12
BDCQ.SF2FF1CA,2018.03
BDCQ.SF2FF1CA,2018.06
BDCQ.SF2FF1CA,2018.09
BDCQ.SF2FF1CA,2018.12
BDCQ.SF2FF1CA,2019.03
BDCQ.SF2FF1CA,2019.06
BDCQ.SF2FF1CA,2019.09
BDCQ.SF2FF1CA,2019.12
BDCQ.SF2FF1CA,2020.03
BDCQ.SF2FF1CA,2020.06
BDCQ.SF2FF1CA,2020.09
BDCQ.SF2FF1CA,2020.12
BDCQ.SF2FF1CA,2021.03
BDCQ.SF2GH1CA,2017.09
BDCQ.SF2GH1CA,2017.12
BDCQ.SF2GH1CA,2018.03
BDCQ.SF2GH1CA,2018.06
BDCQ.SF2GH1CA,2018.09
